Input,Output,Hidden,Target_p,H,p,FtBin,Parse,Iamb,FootNonfin,Nonfin_ft,WordFootRight,WordFootLeft,AllFeetRight,AllFeetLeft,MainRight,MainLeft,WSP_ft
[L L L L L],[L2 L1 L L L],[(L2) (L1 L) L L],0.0,-74.14,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L L1 L2 L2 L],[(L L1) (L2) (L2) L],0.0,-79.01,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-21.49,0.0,0.0
[L L L L L],[L2 L L1 L2 L2],[(L2) (L L1) (L2) (L2)],0.0,-78.35,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L],[L L1 L2 L2 L2],[L (L1) (L2) (L2) (L2)],0.0,-77.93,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1) L (L2 L) (L2)],0.0,-77.62,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L L2 L],[(L1) L L (L2) L],0.0,-77.49,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L],[L L1 L2 L2 L2],[(L L1) (L2) (L2) (L2)],0.0,-76.84,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-21.49,0.0,0.0
[L L L L L],[L2 L2 L L1 L],[(L2) (L2 L) (L1) L],0.0,-76.74,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L],[L1 L L L2 L],[(L1) L (L L2) L],0.0,-76.4,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L2 L L1],[(L2) (L2) (L2 L) (L1)],0.0,-76.09,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L],[L1 L L L2 L2],[(L1) L L (L2) (L2)],0.0,-75.32,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L L1 L2 L],[(L2 L) (L1) (L2) L],0.0,-75.23,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L2 L L1 L2],[(L2) (L2 L) (L1) (L2)],0.0,-74.58,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L],[L2 L L2 L1 L],[(L2) L (L2) (L1) L],0.0,-74.45,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L],[L2 L1 L L2 L],[(L2) (L1 L) (L2 L)],0.0,-74.26,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L1 L L L2 L2],[(L1) L (L L2) (L2)],0.0,-74.23,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1 L) (L2) L (L2)],0.0,-70.46,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-21.49,0.0,0.0
[L L L L L],[L L1 L2 L L],[L (L1) (L2) L L],0.0,-70.33,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L],[L L2 L1 L2 L2],[(L L2) (L1) (L2) (L2)],0.0,-69.68,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L L1 L L2],[(L2) L (L1) L (L2)],0.0,-69.68,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L L1 L2 L],[(L2 L) (L1) (L2 L)],0.0,-65.59,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-14.33,-0.0,0.0
[L L L L L],[L1 L L L L2],[(L1) L L L (L2)],0.0,-65.55,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-34.72,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L L1 L L],[(L2 L) (L1) L L],0.0,-65.46,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-43.39,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L L2 L2 L1],[(L2) L (L2) (L2) (L1)],0.0,-65.12,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L],[L L2 L2 L1 L],[(L L2) (L2) (L1) L],0.0,-64.68,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-7.16,-0.0,0.0
[L L L L L],[L1 L L L L2],[(L1) L L (L L2)],0.0,-64.46,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-34.72,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1 L) (L2 L) (L2)],0.0,-64.07,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-34.72,-0.0,-21.49,0.0,0.0
[L L L L L],[L2 L2 L L L1],[(L2) (L2) L L (L1)],0.0,-64.03,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L],[L2 L L2 L2 L1],[(L2) (L L2) (L2) (L1)],0.0,-64.03,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L],[L1 L L L2 L],[(L1 L) L (L2) L],0.0,-63.94,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-34.72,-0.0,-21.49,0.0,0.0
[L L L L L],[L L1 L2 L L],[L (L1) (L2 L) L],0.0,-63.94,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-34.72,-0.0,-21.49,-0.0,0.0
[L L L L L],[L L2 L2 L1 L2],[L (L2) (L2) (L1) (L2)],0.0,-63.6,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-7.16,-0.0,0.0
[L L L L L],[L L2 L1 L2 L],[L (L2) (L1) (L2 L)],0.0,-63.29,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L L1 L L2],[(L2 L) (L1) L (L2)],0.0,-63.29,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-14.33,-0.0,0.0
[L L L L L],[L L2 L1 L L],[L (L2) (L1) L L],0.0,-63.16,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-43.39,-0.0,-14.33,-0.0,0.0
[L L L L L],[L L2 L2 L1 L],[L (L2) (L2) (L1) L],0.0,-65.77,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-52.07,-0.0,-7.16,-0.0,0.0
[L L L L L],[L2 L L2 L1 L2],[(L2 L) (L2) (L1) (L2)],0.0,-65.9,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-7.16,-0.0,0.0
[L L L L L],[L L1 L2 L L2],[(L L1) (L2) (L L2)],0.0,-65.98,-0.73,-1.09,0.0,0.0,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-21.49,0.0,0.0
[L L L L L],[L2 L L2 L1 L],[(L2 L) (L2) (L1) L],0.0,-68.06,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-7.16,-0.0,0.0
[L L L L L],[L L1 L2 L2 L],[(L L1) (L2) (L2 L)],0.0,-69.36,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-21.49,0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1 L) (L2) (L L2)],0.0,-69.36,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-21.49,0.0,0.0
[L L L L L],[L L1 L2 L L],[(L L1) (L2) L L],0.0,-69.23,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-43.39,-0.0,-21.49,0.0,0.0
[L L L L L],[L2 L L1 L L2],[(L2) L (L1) (L L2)],0.0,-68.58,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L L1 L L2],[(L2) (L L1) L (L2)],0.0,-68.58,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L L1 L2 L L2],[L (L1) (L2) L (L2)],0.0,-68.16,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L L L2 L],[(L1) L L (L2 L)],0.0,-67.85,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-34.72,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L L],[(L1 L) (L2 L) L],0.0,-66.24,-0.73,0.0,-0.0,-6.77,0.0,0.0,-3.26,0.0,-34.72,-0.0,-21.49,0.0,0.0
[L L L L L],[L1 L L L L],[(L1) L L L L],0.0,-67.72,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-34.72,0.0,-28.66,0.0,0.0
[L L L L L],[L2 L L1 L L2],[(L2) (L L1) (L L2)],0.0,-67.49,-0.73,-1.09,0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L2 L L2 L1],[(L2) (L2 L) (L2) (L1)],0.0,-67.41,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L],[L L1 L2 L L2],[L (L1) (L2) (L L2)],0.0,-67.07,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L],[L L1 L2 L L2],[(L L1) (L2) L (L2)],0.0,-67.07,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-21.49,0.0,0.0
[L L L L L],[L2 L2 L L1 L],[(L2) (L2) L (L1 L)],0.0,-66.32,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L],[L2 L L1 L2 L2],[(L2) L (L1) (L2) (L2)],0.0,-79.45,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L2 L L1 L2],[(L2) (L2) (L L1) (L2)],0.0,-79.87,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-7.16,-0.0,0.0
[L L L L L],[L1 L2 L2 L2 L2],[(L1) (L2) (L2) (L2) (L2)],0.0,-120.9,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L2 L1 L],[(L2) (L2) (L2) (L1) L],0.0,-101.58,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-7.16,-0.0,0.0
[L L L L L],[L2 L1 L2 L L],[(L2) (L1) (L2 L) L],0.0,-99.75,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L2 L2 L1 L2],[(L2) (L2) (L2) (L1) (L2)],0.0,-99.41,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-7.16,-0.0,0.0
[L L L L L],[L2 L2 L1 L2 L],[(L2) (L2) (L1) (L2 L)],0.0,-99.1,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L2 L1 L L],[(L2) (L2) (L1) L L],0.0,-98.97,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-14.33,-0.0,0.0
[L L L L L],[L1 L2 L L2 L],[(L1) (L2 L) (L2) L],0.0,-98.23,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L2 L L2],[(L2) (L1) (L2 L) (L2)],0.0,-97.58,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L1 L L2 L],[(L2) (L1) L (L2) L],0.0,-97.45,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L2 L1 L L2],[(L2) (L2) (L1) L (L2)],0.0,-96.8,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L1 L L2 L],[(L2) (L1) (L L2) L],0.0,-96.36,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L2 L L2 L2],[(L1) (L2 L) (L2) (L2)],0.0,-96.07,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L2 L],[(L1) L (L2) (L2) L],0.0,-95.94,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L1 L L2],[(L2) (L2) (L1) (L L2)],0.0,-95.71,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L1 L L2 L2],[(L2) (L1) L (L2) (L2)],0.0,-95.29,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L2 L L2 L],[(L1) (L2) L (L2 L)],0.0,-94.98,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L2 L],[(L1) (L L2) (L2) L],0.0,-94.85,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L L2 L2],[(L1) (L2) (L L2) (L2)],0.0,-101.36,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L L2 L2],[(L1) (L2) L (L2) (L2)],0.0,-102.45,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L L L1],[(L2) (L2) L (L L1)],0.0,-62.93,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L],[L2 L1 L2 L L2],[(L2) (L1) (L2) (L L2)],0.0,-102.88,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L1 L2 L2 L],[(L2) (L1) (L2) (L2) L],0.0,-115.9,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L1 L2 L2 L2],[(L2) (L1) (L2) (L2) (L2)],0.0,-113.74,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L2 L2 L2 L],[(L1) (L2) (L2) (L2 L)],0.0,-113.43,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L2 L L],[(L1) (L2) (L2) L L],0.0,-113.3,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L2 L L2],[(L1) (L2) (L2) L (L2)],0.0,-111.13,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L2 L L2],[(L1) (L2) (L2) (L L2)],0.0,-110.04,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L1 L2 L],[(L2) (L2) (L1) (L2) L],0.0,-108.74,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L],[L1 L2 L2 L L],[(L1) (L2) (L2 L) L],0.0,-106.91,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L1 L2 L2],[(L2) (L2) (L1) (L2) (L2)],0.0,-106.57,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L1 L2 L2 L],[(L2) (L1) (L2) (L2 L)],0.0,-106.26,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L1 L2 L L],[(L2) (L1) (L2) L L],0.0,-106.13,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L2 L2 L L2],[(L1) (L2) (L2 L) (L2)],0.0,-104.75,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L L2 L],[(L1) (L2) L (L2) L],0.0,-104.62,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L2 L L2],[(L2) (L1) (L2) L (L2)],0.0,-103.97,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L2 L L2 L],[(L1) (L2) (L L2) L],0.0,-103.53,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L L L],[(L1) (L2) L L L],0.0,-94.85,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L L2 L2],[(L2) (L1) (L L2) (L2)],0.0,-94.2,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L L2 L2 L2],[(L1) L (L2) (L2) (L2)],0.0,-93.77,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L L L2],[(L1) (L2) L L (L2)],0.0,-92.68,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L L2 L],[(L2) (L1 L) (L2) L],0.0,-83.91,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L2 L1 L L2],[(L2) (L2) (L1 L) (L2)],0.0,-83.26,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-7.16,-0.0,0.0
[L L L L L],[L2 L2 L L1 L],[(L2) (L2) L (L1) L],0.0,-83.13,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-7.16,-0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1) (L L2) L (L2)],0.0,-82.91,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1) L (L2) (L L2)],0.0,-82.91,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L2 L L1],[(L2) (L2) (L2) L (L1)],0.0,-82.48,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,0.0,-0.0,0.0
[L L L L L],[L1 L L2 L2 L],[(L1 L) (L2) (L2) L],0.0,-82.39,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-21.49,0.0,0.0
[L L L L L],[L2 L2 L L1 L],[(L2) (L2) (L L1) L],0.0,-82.03,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-7.16,-0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1) (L L2) (L L2)],0.0,-81.82,-0.73,-1.09,0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L L2 L2],[(L2) (L1 L) (L2) (L2)],0.0,-81.74,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L L1 L2 L],[(L2) L (L1) (L2) L],0.0,-81.61,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L],[L2 L2 L2 L L1],[(L2) (L2) (L2) (L L1)],0.0,-81.38,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,0.0,-0.0,0.0
[L L L L L],[L2 L2 L L1 L2],[(L2) (L2) L (L1) (L2)],0.0,-80.96,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-7.16,-0.0,0.0
[L L L L L],[L2 L L1 L2 L],[(L2) (L L1) (L2) L],0.0,-80.52,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L],[L1 L L2 L2 L2],[(L1 L) (L2) (L2) (L2)],0.0,-80.23,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-21.49,0.0,0.0
[L L L L L],[L1 L L2 L L2],[(L1) L (L2) L (L2)],0.0,-84.0,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L L L2],[(L2) (L1) L (L L2)],0.0,-84.43,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L2 L2 L1 L],[(L2) (L2) (L2) (L1 L)],0.0,-84.77,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-78.11,-0.0,0.0,-0.0,0.0
[L L L L L],[L2 L1 L L L],[(L2) (L1) L L L],0.0,-87.68,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L L2 L2 L2],[(L1) (L L2) (L2) (L2)],0.0,-92.68,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L2 L2 L2 L1],[(L2) (L2) (L2) (L2) (L1)],0.0,-92.25,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,0.0,-0.0,0.0
[L L L L L],[L1 L2 L L L2],[(L1) (L2) L (L L2)],0.0,-91.59,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L L2 L],[(L1) (L2 L) (L2 L)],0.0,-88.59,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L2 L L L],[(L1) (L2 L) L L],0.0,-88.46,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L L2 L],[(L2) (L1) L (L2 L)],0.0,-87.81,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-21.49,-0.0,0.0
[L L L L L],[L1 L2 L L L2],[(L1) (L2 L) L (L2)],0.0,-86.3,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L L],[(L1) (L L2) L L],0.0,-85.08,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L2 L],[(L1) L (L2) (L2 L)],0.0,-86.3,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L L],[(L1) L (L2) L L],0.0,-86.17,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L2 L1 L L L2],[(L2) (L1) L L (L2)],0.0,-85.52,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-21.49,-0.0,0.0
[L L L L L],[L2 L2 L1 L L],[(L2) (L2) (L1 L) L],0.0,-85.42,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-7.16,-0.0,0.0
[L L L L L],[L1 L2 L L L2],[(L1) (L2 L) (L L2)],0.0,-85.21,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L1 L L2 L2 L],[(L1) (L L2) (L2 L)],0.0,-85.21,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-28.66,0.0,0.0
[L L L L L],[L L1 L2 L2 L],[L (L1) (L2) (L2) L],0.0,-80.1,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-52.07,-0.0,-21.49,-0.0,0.0
[L L L L L],[L L1 L2 L L],[(L L1) (L2 L) L],0.0,-62.85,-0.73,0.0,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-34.72,-0.0,-21.49,0.0,0.0
